Sl.No,Mol_Smiles,Mol_Code,Pol_DFT,Den_MD,pol_den_product/1000,RI_LL,Pol_geom,nBB,MW_pybel,RI_geom
210282,c1ccc(nc1)Sc1ccccc1c1ccccn1,F2-F5-F11-F11,198.6203,1171.19,232.622109157,1.5716,200.0607,4,264.34488,1.57666235531
1276649,n1csc(n1)C1SCC(SC1)c1ncc(s1)c1cccs1,F7-F14-F6-F8,240.7911,1434.23,345.349819353,1.6155,247.4473,4,369.57154,1.63680214257
899707,C1CSC(CS1)c1occ(c1c1ccccc1)c1ccccc1,F5-F15-F6-F5,242.9596,1179.63,286.602432948,1.5455,250.6988,4,338.48632,1.56661605915
1231051,n1ccc(cc1)c1scnc1c1ncccc1c1cccc2c1cccc2,F11-F16-F14-F11,274.1072,1203.16,329.794818752,1.5895,291.4102,4,365.4503,1.63605998386
313126,C1CSC(CS1)c1ncc(s1)CC1CCCC1,F1-F14-F6-F10,185.0798,1184.64,219.252934272,1.4858,190.3446,4,285.49166,1.50208098566
192697,CC1NCN(C(N1)c1nsnc1)c1ccccn1,F9-F13-F11-F1,161.242,1302.81,210.06769002,1.5103,167.6251,4,262.33406,1.53449627282
777214,o1ccc(c1)c1c(ccc2c1c(ccc2)c1ccco1)c1ccoc1,F15-F16-F15-F15,235.3045,1211.75,285.130227875,1.5666,249.5392,4,326.34476,1.60900929346
431205,C1CCC(C1)C1CCC(C1c1nccs1)c1cccs1,F10-F10-F14-F7,200.4527,1136.54,227.822511658,1.473,206.3126,4,303.48534,1.48922471859
50495,OC1(CCCC1C1CCCC1)c1cnccn1,F10-F10-F12-F3,154.2377,1072.32,165.392170464,1.4448,157.9921,4,232.3214,1.45731885681
376233,C1NCN(CN1)c1ccc(cc1)c1cocc1C1CCCC1,F10-F15-F5-F9,213.7634,1155.41,246.984369994,1.533,221.9803,4,297.39472,1.55775498027
887978,s1ccc(c1)C1CCC(C1)C1CSCC(S1)c1ccco1,F6-F10-F7-F15,219.4985,1215.28,266.75213708,1.5042,226.2674,4,336.5351,1.52271311502
525081,Cc1cc2cc(ccc2cc1c1cnsn1)c1ncsc1,F14-F16-F1-F13,242.6708,1321.4,320.66519512,1.7018,254.4995,4,309.40864,1.74697360805
233533,Sc1ccsc1c1ccnc(c1)c1ccccc1,F2-F7-F11-F5,199.6724,1238.44,247.282287056,1.602,211.7576,4,269.38454,1.64786441036
1395484,C1NC(NC(N1)c1nccs1)c1ccc2c(c1c1cscn1)cccc2,F9-F16-F14-F14,264.7546,1301.55,344.59134963,1.594,272.3323,4,379.50178,1.61508421565
1463542,C1CSC(CS1)c1cc2cc(ccc2c(c1)c1ccncc1)c1cccs1,F7-F16-F11-F6,314.01,1237.6,388.618776,1.635,330.0083,4,405.59866,1.67628535246
692286,c1ncc(s1)N1CN(CNC1c1nncs1)c1cocc1,F8-F9-F14-F15,189.6752,1419.4,269.22497888,1.5405,191.2508,4,320.39328,1.54594603322
54169,CC1CCC(C1)C1CCCC1c1cccs1,F10-F10-F7-F1,164.5615,1005.6,165.4830444,1.4405,169.6308,4,234.40018,1.45622390479
1280463,Sc1ccc(c2c1cccc2)c1cccc2c1cccc2c1nsnc1,F2-F16-F16-F13,290.8237,1258.39,365.969635843,1.6599,299.8252,4,370.48996,1.68614182369
381520,c1ccc(cc1)c1ccc(cc1)c1cocc1c1ccncc1,F5-F15-F11-F5,232.1372,1145.37,265.882984764,1.5829,243.8614,4,297.3499,1.61946331496
1091111,C1CSC(CS1)c1cccc(c1)c1nsnc1c1ccncc1,F5-F6-F13-F11,241.8366,1297.79,313.853121114,1.5699,248.1159,4,357.5161,1.58807075324
363209,C1CCC(C1)c1ccc(o1)c1nccnc1c1cscc1,F10-F15-F12-F7,212.1728,1185.61,251.554193408,1.5471,223.5477,4,296.38674,1.58292692782
226980,Oc1cnc(s1)C1NCN(CN1)c1cccs1,F9-F14-F7-F3,159.3848,1406.24,224.133281152,1.5366,164.0653,4,268.35848,1.5556496944
608612,s1cnc(c1)c1occ(c1)c1nccnc1c1cnsn1,F14-F15-F12-F13,208.1538,1421.95,295.98429591,1.6238,218.5778,4,313.35758,1.66337875597
35880,OC1(CSCCS1)c1ccoc1O,F3-F6-F15-F3,120.4952,1370.11,165.091678472,1.4771,123.8996,4,218.2932,1.49296447586
622747,c1ccc(cn1)c1ncccc1c1cccc(c1)c1cccs1,F5-F7-F11-F11,240.9698,1181.11,284.611840478,1.5917,254.5869,4,314.40356,1.63356328882
1181342,Sc1cccc2c1ccc(c2)c1cccc2c1ccc(c2)c1ccncc1,F2-F16-F16-F11,311.3773,1187.39,369.726292247,1.6851,329.1038,4,363.47418,1.73629371524
724440,c1cnc(cn1)Sc1cccc2c1ccc(c2)c1nsnc1,F13-F16-F2-F12,237.3678,1350.94,320.669655732,1.6657,244.6157,4,322.4074,1.69187903243
765213,c1cnc(cn1)c1nc(c(s1)c1nncs1)c1cnccn1,F12-F14-F12-F8,225.6281,1403.86,316.750264466,1.6479,244.8357,4,325.37158,1.71951023147
796424,Sc1ccsc1c1ccc2c(c1)ccc(c2)c1cccnc1,F7-F16-F11-F2,259.0761,1252.31,324.443590791,1.6838,283.6321,4,319.44322,1.7699540004
1382679,c1scc(n1)c1ncc(s1)c1c(ccc2c1cccc2)c1cncs1,F14-F16-F14-F14,273.7727,1328.35,363.665966045,1.6393,292.3931,4,377.50574,1.69526024384
861282,c1ccc(cc1)C1NCN(CN1)N1CNC(NC1)c1nsnc1,F9-F9-F5-F13,207.23,1313.76,272.2504848,1.5242,210.2083,4,332.4272,1.53317623313
196146,Oc1csc(c1)N1CNCNC1c1cccnc1,F9-F11-F7-F3,165.2501,1320.28,218.176402028,1.5339,169.1523,4,262.33076,1.54909283931
853567,c1cnc(cn1)C1NCN(C(N1)c1cscc1)c1nsnc1,F9-F13-F12-F7,200.6346,1391.23,279.128874558,1.542,204.4148,4,331.41922,1.55437058123
1380201,c1csc(c1)c1nsnc1c1c(ccc2c1cccc2)c1nccs1,F13-F16-F7-F14,267.6062,1326.32,354.931455184,1.6202,282.8714,4,377.50574,1.66505967092
1186645,c1occ(c1)N1CNC(NC1c1ccc2c(c1)cccc2)c1nsnc1,F9-F16-F13-F15,241.1508,1300.15,313.53221262,1.558,244.5491,4,363.43618,1.56752849927
783947,c1ccc(cn1)c1sc(cc1c1scnc1)c1nccs1,F7-F14-F11-F14,234.0357,1359.18,318.096642726,1.6461,251.2364,4,327.44706,1.70752319362
982986,C1CCC(C1)C1CCC(C1)c1cc(cc2c1cccc2)c1cncs1,F10-F10-F16-F14,271.956,1105.05,300.5249778,1.5596,283.5189,4,347.5163,1.58877870763
1277972,C1CSC(CS1)C1NCN(CN1)c1scnc1c1cccs1,F6-F9-F14-F7,237.1877,1345.67,319.176372259,1.5569,244.2996,4,370.57952,1.5772495055
727764,n1ccc(cc1)c1ncsc1c1cccc(n1)c1cscn1,F11-F14-F14-F11,222.9196,1306.65,291.27789534,1.5903,240.3901,4,322.4074,1.64848560414
1038734,c1ccc(cn1)c1coc(c1c1ccc2c(c1)cccc2)c1scnc1,F15-F16-F14-F11,273.931,1228.61,336.55436591,1.6279,284.5011,4,354.42436,1.65859092295
1207683,c1ncc(nc1)Sc1ccc(c2c1cccc2)c1cccc2c1cccc2,F2-F16-F16-F12,291.0531,1199.13,349.010503803,1.6346,299.0711,4,364.46224,1.656696223
121214,CN1CN(CN(C1)c1ccsc1)c1ccoc1,F1-F9-F15-F7,159.9104,1248.16,199.593764864,1.5101,162.7869,4,249.332,1.52105681432
832563,C1NC(c2cccnc2)N(C(N1)c1cscc1)c1nncs1,F9-F11-F7-F8,200.3671,1344.47,269.387554937,1.5213,208.3426,4,330.43116,1.54628475816
951031,Oc1cc(cc2c1cccc2)c1c(ccc2c1cccc2)c1cncs1,F3-F16-F16-F14,279.1285,1212.9,338.55495765,1.6348,293.1745,4,353.4363,1.6755512116
183094,C1CCC(C1)c1cccc(n1)Sc1cscc1,F2-F11-F10-F7,178.5969,1162.06,207.540313614,1.5052,183.9653,4,261.4056,1.52326117014
696680,C1NCN(CN1)c1cocc1C1NCN(CN1)c1cncs1,F9-F15-F9-F14,197.2073,1359.33,268.069799109,1.5357,201.41,4,321.40126,1.54949520425
1311302,n1ccc(cc1)c1cccc2c1cccc2c1scc(n1)c1cncs1,F14-F16-F11-F14,281.9421,1270.75,358.277923575,1.6403,300.1752,4,371.47802,1.69349697954
818079,C1NC(NC(N1)c1cncs1)c1scnc1c1ccccc1,F9-F14-F5-F14,214.4578,1317.6,282.56959728,1.5541,222.2617,4,329.4431,1.57869412948
398590,n1ccc(cc1)c1nccc(c1)c1ccc(nc1)c1ccoc1,F11-F11-F15-F11,238.6393,1224.83,292.292573819,1.6504,248.8828,4,299.32602,1.68618099603
1354471,C1NCN(CN1)c1c(cc(c2c1cccc2)c1ccccc1)C1NCNCN1,F9-F16-F5-F9,280.9695,1153.35,324.056172825,1.5601,293.7002,4,374.48204,1.59119289138
1480610,c1cnc(cn1)C1(CSCC(S1)c1cscn1)c1ccc2c(c1)cccc2,F6-F12-F14-F16,295.4199,1282.68,378.929197332,1.6116,300.5239,4,407.57478,1.62476980594
1231078,n1csc(c1)c1ccncc1c1ccc(cn1)c1cccc2c1cccc2,F11-F16-F11-F14,279.2273,1209.58,337.747757534,1.6071,300.5367,4,365.4503,1.6658205575
87819,CN1CNC(NC1)c1ncccc1c1cocc1,F1-F9-F11-F15,159.643,1218.57,194.53617051,1.507,166.4827,4,244.29234,1.53294155354
650528,c1occ(c1)c1csc(n1)c1ccc(s1)c1nccs1,F7-F14-F14-F15,241.9368,1394.01,337.262318568,1.728,254.2953,4,316.42112,1.77775792089
9061,Oc1ncc(c(c1)C)c1cnccn1,F3-F11-F12-F1,127.2906,1195.16,152.132633496,1.5194,133.6863,4,187.19796,1.55080040235
640500,s1cc(c(c1)c1cscn1)c1scc(c1)c1cocc1,F7-F7-F14-F15,208.3508,1357.3,282.79454084,1.5848,215.2274,4,315.43306,1.60864603163
420947,Cc1c(nccc1c1cncs1)c1ccc2c(c1)cccc2,F11-F16-F1-F14,236.2122,1196.28,282.575930616,1.6155,251.2494,4,302.39286,1.66516211982
581565,Sc1cc(c(s1)c1cnccn1)C1CSCCS1,F6-F7-F12-F2,207.0464,1359.83,281.547906112,1.5883,218.9491,4,312.49708,1.63054018863
1023203,C1CC(C(C1)c1cnccn1)c1ccc2c(c1)cc(cc2)c1ccncc1,F10-F16-F12-F11,276.8913,1123.53,311.095682289,1.5757,286.1193,4,351.44364,1.59937106667
873467,c1scc(c1)c1csc(c1)c1nnc(s1)c1nsnc1,F8-F13-F7-F7,237.5223,1486.38,353.048396274,1.7188,247.8352,4,334.46284,1.76023974644
668515,C1SCCSC1Sc1scnc1c1cncs1,F2-F14-F6-F14,195.0217,1444.44,281.697144348,1.5751,200.3214,4,318.5248,1.59429952908
1380391,c1csc(n1)c1cc(cc2c1c(ccc2)c1scnc1)c1nccs1,F14-F16-F14-F14,275.9765,1350.67,372.753179255,1.6596,293.2249,4,377.50574,1.71307184941
645129,c1ccc(cc1)N1CNCNC1c1ncccc1c1ccccc1,F9-F11-F5-F5,232.8008,1158.44,269.685758752,1.5499,239.0509,4,316.3996,1.56784126118
170605,Oc1ccc(cc1)c1cscc1c1cscn1,F7-F14-F5-F3,172.5239,1308.51,225.749248389,1.5641,177.9547,4,259.34666,1.58581842769
674252,c1coc(c1)C1CSC(CS1)(c1ccco1)c1cocc1,F6-F15-F15-F15,198.8282,1309.72,260.409270104,1.5233,198.4269,4,318.41056,1.52202987797
1178344,N1CNC(NC1)c1csc(c1)C1CCC(C1)c1ccc2c(c1)cccc2,F10-F16-F7-F9,269.5354,1183.87,319.094873998,1.5699,281.0538,4,363.519,1.59986584808
1510556,C1CSC(CS1)C1(CSC(CS1)c1ccc2c(c1)cccc2)c1cnccn1,F6-F16-F6-F12,312.015,1268.28,395.7223842,1.5827,316.7113,4,442.68348,1.59346050863
825664,c1ccc(cn1)C1NCNC(N1)(c1cccs1)c1scnc1,F9-F11-F7-F14,206.9033,1325.17,274.182046061,1.5343,213.6946,4,329.4431,1.55553182547
835126,C1NCN(CN1)c1ncsc1c1cccc(c1)c1nncs1,F5-F14-F8-F9,226.0303,1353.0,305.8189959,1.6082,231.569,4,330.43116,1.62676371041
993912,c1ccc(cc1)c1cocc1c1ccc2c(c1)ccc(c2)c1ccncc1,F15-F16-F5-F11,283.4084,1152.62,326.662190008,1.6202,302.8379,4,347.40858,1.6743898604
640088,n1ccc(cc1)c1scc(c1)c1cnccc1c1ccccn1,F7-F11-F11-F11,235.074,1211.76,284.85327024,1.5901,249.2517,4,315.39162,1.63459949917
1146113,Sc1cc2cc(ccc2cc1C1CSCCS1)c1nccs1,F2-F16-F6-F14,283.6472,1319.64,374.312191008,1.7008,292.225,4,361.5677,1.7286009211
1362837,c1nnc(s1)c1nnc(s1)c1cnc(cn1)c1ccc2c(c1)cccc2,F8-F12-F16-F8,320.8273,1373.11,440.531173903,1.8313,343.4064,4,374.4422,1.91486214412
676232,n1ccc(cc1)N1CN(CN(C1)c1ccncc1)c1ccncc1,F9-F11-F11-F11,226.2062,1239.15,280.30341273,1.5719,225.5446,4,318.37572,1.56989591529
1481978,C1CSC(CS1)c1ccc2c(c1)cc(cc2)c1cncc(n1)c1nsnc1,F12-F13-F16-F6,309.5937,1328.29,411.230215773,1.6759,315.6686,4,408.56284,1.69301012848
382588,c1cnc(cn1)c1ccc(nc1)Cc1ccc2c(c1)cccc2,F1-F11-F16-F12,242.6447,1164.27,282.503944869,1.6283,251.6189,4,297.3532,1.65772538123
556695,Oc1c(ccc2c1ccc(c2)c1cnsn1)c1nccs1,F13-F16-F14-F3,248.1565,1403.15,348.200792975,1.7758,256.2537,4,311.38146,1.81030035303
1361050,c1ccc(cn1)C1NCN(CN1)c1nsnc1c1cccc2c1cccc2,F13-F16-F9-F11,258.0278,1271.35,328.04364353,1.5685,275.3025,4,374.46212,1.61565029594
325734,Cc1c(ccc2c1cccc2c1ccccn1)C1CCCC1,F10-F16-F1-F11,237.7085,1065.71,253.328325535,1.5728,247.9444,4,287.39814,1.60319185828
1209704,n1ccc(cc1)c1ccnc(c1)c1ccc2c(c1c1ccsc1)cccc2,F11-F16-F11-F7,284.6829,1185.14,337.389092106,1.6083,299.4084,4,364.46224,1.64793937037
872575,c1csc(c1)C1NC(NC(N1)c1nccs1)c1cccs1,F9-F14-F7-F7,207.3304,1361.27,282.232653608,1.5432,213.3911,4,334.48276,1.5624932281
261036,c1ccc(nc1)c1nnc(s1)Sc1cccs1,F2-F8-F11-F7,186.8137,1374.07,256.695100759,1.6081,197.9156,4,277.38838,1.653661324
544786,c1ccc(cc1)c1cncc(c1)c1ccncc1c1cnccn1,F11-F12-F11-F5,235.8705,1167.99,275.494385295,1.5777,246.3714,4,310.35196,1.60953088144
896701,c1scc(n1)N1C(NCNC1c1cncs1)c1nsnc1,F9-F13-F14-F14,190.4054,1466.51,279.231423154,1.5307,193.5414,4,337.44694,1.54116871225
475680,c1ccc(cc1)c1coc(c1c1cnccn1)c1nccs1,F14-F15-F12-F5,223.1447,1253.41,279.691798427,1.6004,232.3018,4,305.35374,1.63119656285
899822,C1NC(c2nncs2)N(C(N1)c1nncs1)c1nccs1,F8-F9-F8-F14,185.1018,1491.22,276.027506196,1.5216,189.4569,4,338.435,1.53628724047
887471,n1csc(c1)N1CNCN(C1)c1csc(c1)c1cnsn1,F9-F14-F7-F13,216.9779,1448.84,314.366260636,1.6154,221.721,4,336.45888,1.63220426815
188597,SC1CCC(C1)c1ccc(nc1)c1cccs1,F2-F10-F11-F7,192.7086,1195.48,230.379277128,1.5726,200.6842,4,261.4056,1.60187307332
795671,Sc1ccc2c(c1c1ccccc1)ccc(c2)c1cncs1,F14-F16-F5-F2,257.6,1245.53,320.848528,1.6741,268.2608,4,319.44322,1.71028013758
1442159,o1cc(c(c1)c1nncs1)C1CSC(CS1)c1ccc2c(c1)cccc2,F6-F15-F8-F16,275.7193,1307.01,360.367882293,1.5946,280.8809,4,396.54884,1.60836501097
1210097,n1ccc(cc1)c1ncc(cc1c1cccs1)c1ccc2c(c1)cccc2,F11-F16-F11-F7,301.8722,1189.65,359.12226273,1.6579,320.0974,4,364.46224,1.70928349302
517432,Oc1scc(c1)c1csc(c1)c1ccc2c(c1)cccc2,F7-F16-F7-F3,243.1533,1292.01,314.156495133,1.6863,255.9752,4,308.41728,1.73378140864
280808,n1csc(c1)Sc1ccc(s1)c1nccs1,F7-F14-F2-F14,188.0781,1439.6,270.75723276,1.6355,196.6716,4,282.42804,1.6724472773
114006,Oc1cccc(c1)c1ccc(nc1)N1CNCNC1,F3-F5-F11-F9,184.3482,1248.65,230.18637993,1.586,197.0641,4,256.30304,1.63660227085
328434,Oc1ccc2c(c1)ccc(c2)c1cncc(c1)c1ccco1,F3-F16-F11-F15,238.987,1235.52,295.27321824,1.6943,247.8176,4,287.31202,1.72781975446
1474045,c1ccc(cc1)C1CSC(CS1)c1ccc2c(c1)cccc2c1nsnc1,F13-F16-F6-F5,303.2976,1250.59,379.300945584,1.6142,310.9614,4,406.58672,1.63361691062
543457,Sc1cscc1C1CCC(C1)c1ccc2c(c1)cccc2,F10-F16-F7-F2,232.0726,1180.54,273.970987204,1.5735,238.3815,4,310.47622,1.59268638371
118732,Oc1cccc(c1)C1NCN(CN1)c1cnccn1,F9-F12-F5-F3,172.5658,1271.31,219.384627198,1.5501,175.4318,4,257.2911,1.56121859376
1480743,c1cnc(cn1)c1ccc2c(c1)cccc2C1CSC(CS1)c1cncs1,F6-F16-F12-F14,304.7807,1301.69,396.729989383,1.6478,312.2599,4,407.57478,1.66799777628
28723,OSc1cccc(n1)c1nccs1,F2-F3-F11-F14,138.1305,1354.56,187.10605008,1.5794,141.3442,4,210.27604,1.59599296732
700989,Sc1cccc2c1c(cc(c2)c1nncs1)c1ccncc1,F8-F16-F11-F2,242.1234,1311.32,317.501256888,1.6599,251.0071,4,321.41934,1.6910729825
364900,C1NCN(CN1)C(c1cccnc1)C1CSCCS1,F1-F6-F11-F9,187.2852,1231.41,230.624868132,1.4932,191.7444,4,296.4547,1.50707471788
1472479,C1SCC(SC1)N1CNC(N(C1)c1scnc1)C1SCCSC1,F6-F9-F14-F6,245.4599,1335.84,327.895152816,1.5145,251.452,4,406.67628,1.52950220463
575394,C1NCN(CN1)c1coc(c1)c1nccc(c1)c1cscc1,F7-F11-F15-F9,233.579,1301.94,304.10584326,1.6478,239.2783,4,312.38944,1.66796141861
156839,c1ccc(nc1)c1csc(n1)Cc1nccnc1,F1-F12-F14-F11,176.8705,1251.16,221.29329478,1.5638,181.0064,4,254.3103,1.57995886559
288033,n1ccc(cc1)CC1SCC(SC1)c1ccncc1,F1-F6-F11-F11,194.2402,1213.81,235.770697162,1.523,197.9486,4,288.43094,1.53493296849
9459,Cc1ccc(c(n1)O)c1cncs1,F1-F11-F3-F14,124.5926,1254.65,156.32010559,1.5197,131.6589,4,192.23762,1.55529923181
145965,ON1CN(CN(C1)c1cccs1)C1CCCC1,F3-F9-F10-F7,165.9939,1182.3,196.25458797,1.4907,168.6477,4,253.36376,1.49994195543
433585,Cc1c(cc2c(c1c1cnccn1)cccc2)c1cscn1,F14-F16-F12-F1,232.274,1213.76,281.92489024,1.6112,239.756,4,303.38092,1.63590225104
240176,N1CNC(NC1)ON1CNC(NC1)c1cscn1,F3-F9-F14-F9,151.771,1369.6,207.8655616,1.4843,156.5311,4,271.34258,1.50227625299
1276308,n1ccc(cc1)c1csc(c1)c1ccc(c2c1cccc2)c1cscc1,F7-F16-F11-F7,292.5269,1232.15,360.437019835,1.6495,311.6322,4,369.5019,1.70429670521
849482,N1CNC(NC1)(C1NCNCN1)c1ccc(cc1)c1scnc1,F5-F14-F9-F9,221.2462,1301.28,287.903255136,1.5626,229.2852,4,331.43914,1.5877042912
532187,c1ccc(cn1)c1cc(sc1c1ccsc1)c1ccco1,F7-F7-F11-F15,237.2962,1275.12,302.581130544,1.6516,246.3359,4,309.40534,1.68339434363
417651,s1ccc(c1)N1CNC(NC1)c1coc(c1)c1ccco1,F15-F15-F9-F7,203.0241,1317.02,267.386800182,1.5774,206.3799,4,301.3635,1.58907921417
1249085,C1NCN(CN1)C1NCN(CN1)c1cccc(n1)C1CSCCS1,F6-F11-F9-F9,237.3642,1294.65,307.30356153,1.5373,246.1919,4,367.5359,1.56151870601
918818,c1cnc(cn1)c1cccc2c1c(ccc2)C1CCC(C1)c1cocc1,F10-F15-F16-F12,252.4079,1159.14,292.576093206,1.5554,259.7037,4,340.4177,1.57501644554
849208,N1CN(CN(C1)c1cncs1)c1nccnc1c1cscn1,F9-F12-F14-F14,210.964,1390.7,293.3876348,1.5758,219.1015,4,331.41922,1.60317763986
774072,c1ccc(cn1)c1scc(c1)c1sccc1c1cscn1,F7-F7-F11-F14,232.9475,1347.25,313.838519375,1.6377,242.7539,4,326.459,1.67187410865
811258,c1ccc(cn1)c1sc(c(c1)c1scnc1)c1cnsn1,F7-F13-F11-F14,232.0188,1417.21,328.819363548,1.6713,245.0136,4,328.43512,1.720281135
177877,Oc1ccc(c(c1)c1scnn1)c1cccs1,F5-F7-F8-F3,166.8378,1335.38,222.791861364,1.5526,178.0538,4,260.33472,1.59826121673
449321,C1NCN(CN1)C1NCNCN1c1coc(c1)c1cocc1,F15-F15-F9-F9,195.6912,1293.09,253.046333808,1.5337,198.0497,4,304.3476,1.54143794939
258544,Sc1c(ccnc1c1nncs1)c1cscc1,F2-F11-F8-F7,179.9472,1398.84,251.717341248,1.5935,193.4554,4,277.38838,1.64959930869
585364,c1ccc(nc1)c1ncc(s1)C1(CCCC1)c1cscc1,F10-F14-F7-F11,225.2909,1222.06,275.318997254,1.5725,231.1651,4,312.45234,1.5908525283
834851,C1NCN(CN1)c1nc(ccc1c1scnn1)c1cccs1,F7-F11-F8-F9,229.9882,1351.02,310.718657964,1.6203,247.403,4,330.43116,1.68024101178
678740,C1CCC(C1)c1ncc(s1)c1csc(n1)c1nsnc1,F14-F14-F13-F10,219.2917,1335.61,292.888187437,1.5988,228.1793,4,320.45618,1.62909728487
547111,c1ccc(nc1)c1cscc1c1cnc(s1)c1ccco1,F7-F14-F11-F15,232.1845,1309.84,304.12454548,1.6532,239.9766,4,310.3934,1.68122393591
823016,N1CNC(NC1)c1ncc(s1)c1ccc(cn1)c1cscc1,F7-F11-F14-F9,240.5595,1358.34,326.76159123,1.6634,254.1309,4,329.4431,1.71191612132
629685,C1NCN(CN1)c1coc(c1)c1cnc(cn1)c1nncs1,F8-F12-F15-F9,243.194,1388.64,337.70891616,1.7325,250.2893,4,315.35362,1.76091464258
960703,n1csc(c1)Oc1c(ccc2c1cccc2)c1ccc2c(c1)cccc2,F3-F16-F16-F14,277.6519,1204.95,334.556656905,1.6254,292.3336,4,353.4363,1.6674492653
215859,CN1CNCN(C1)c1scc(c1)c1nccs1,F7-F14-F9-F1,179.3329,1311.55,235.204064995,1.5739,184.1745,4,266.38566,1.59298647726
275919,c1occ(c1)C1CCCC1c1cnc(cn1)c1cocc1,F10-F15-F12-F15,194.9512,1183.79,230.781281048,1.5274,199.4796,4,280.32114,1.542164513
639992,n1ccc(cc1)c1nccc(c1c1cccs1)c1ccccn1,F7-F11-F11-F11,227.7178,1190.34,271.061606052,1.5554,238.7577,4,315.39162,1.58842821468
1248363,C1CSC(CS1)c1cnc(cn1)N1CNC(NC1)c1nncs1,F6-F12-F9-F8,226.8569,1394.18,316.279352842,1.5563,231.427,4,367.51598,1.56996029011
1018167,C1SCC(SC1)(c1cnsn1)C1CCC(C1)c1nccnc1,F6-F10-F12-F13,220.0085,1292.08,284.26858268,1.5181,223.4065,4,350.52522,1.52761822382
410997,Cc1ccc2c(c1)cc(cc2)c1ccsc1c1ccccn1,F7-F16-F11-F1,240.4265,1150.09,276.512113385,1.6016,256.8006,4,301.4048,1.65323663497
900937,C1SCC(SC1)c1nsnc1C1(CCCC1)c1ccco1,F10-F13-F6-F15,208.4951,1270.09,264.807541559,1.4964,211.5034,4,338.51122,1.50488446695
271955,Sc1sc(c(n1)c1ccncc1)N1CNCNC1,F2-F14-F11-F9,183.5821,1351.83,248.171790243,1.5782,190.9462,4,279.38442,1.60685038855
1067725,s1ncc(n1)c1cccc2c1c(ccc2)c1ccnc(c1)c1ccco1,F13-F16-F11-F15,265.2788,1275.77,338.434734676,1.6301,277.1936,4,355.41242,1.66605334267
1005113,c1ccc(nc1)c1ncccc1c1cc2ccccc2cc1c1ccoc1,F11-F16-F11-F15,275.5856,1159.15,319.44504824,1.6012,284.9952,4,348.39664,1.62677454763
108440,Cc1cncc(n1)c1ccccc1c1cnccn1,F1-F12-F5-F12,180.7468,1149.01,207.679880668,1.5376,190.7299,4,248.28258,1.57371609914
851831,N1CNC(NC1)c1ncsc1c1ccnc(c1)c1nsnc1,F11-F14-F13-F9,212.2255,1406.82,298.56307791,1.5882,223.679,4,331.41922,1.62782747675
97326,SC1CCCC1c1ccnc(c1)c1cocc1,F10-F11-F15-F2,170.5901,1168.8,199.38570888,1.5194,175.2622,4,245.34,1.5364105525
791647,C1NCN(CN1)c1sc(nc1c1nccs1)c1ccco1,F9-F14-F14-F15,227.8517,1365.08,311.035798636,1.6481,234.3199,4,319.40522,1.67155708383
1237151,N1CNC(NC1)c1cnc(s1)c1cnc(cn1)C1CSCCS1,F6-F12-F14-F9,247.7184,1377.85,341.31879744,1.6128,256.1068,4,366.52792,1.63885667291
328856,Oc1cccnc1c1cc(cc2c1cccc2)c1ccco1,F11-F16-F3-F15,231.8446,1214.56,281.589177376,1.6534,240.6875,4,287.31202,1.68535369831
715057,N1CNC(NC1)c1ccc(c(c1)c1cccs1)c1cccnc1,F5-F7-F9-F11,225.143,1222.66,275.27334038,1.551,239.2374,4,322.42732,1.59332181577
445849,c1cnc(cn1)Cc1cc(cc2c1cccc2)c1cscn1,F14-F16-F1-F12,233.2751,1243.54,290.086917854,1.6334,238.454,4,303.38092,1.65114329856
1388775,N1CNC(NC1)(c1scc(n1)c1ccc2c(c1)cccc2)c1cscc1,F14-F16-F9-F7,281.8356,1297.56,365.698601136,1.6417,287.7993,4,378.51372,1.65890114008
1388471,N1CNC(N(C1)c1ccc(s1)c1ncsc1)c1ccc2c(c1)cccc2,F9-F16-F7-F14,290.3571,1291.05,374.865533955,1.6621,298.9238,4,378.51372,1.68718911356
763957,c1ccc(cn1)N1CNCN(C1)c1nccnc1c1cscn1,F9-F11-F12-F14,214.5581,1320.61,283.347572441,1.5643,227.2427,4,325.3915,1.6055147782
521036,c1cnc(cn1)c1csc(n1)C1(CCCC1)c1ccncc1,F10-F14-F11-F12,217.8953,1209.59,263.563975927,1.5517,222.0539,4,308.40074,1.56443824041
461007,c1ccc(cc1)c1nsnc1c1occc1c1ccccc1,F5-F15-F13-F5,218.2514,1226.71,267.731174894,1.5713,228.5073,4,304.36568,1.60445944315
30245,SOc1ccc(nc1)c1nncs1,F2-F3-F11-F8,129.7099,1415.15,183.558964985,1.5628,134.13,4,211.2641,1.58630998732
263281,OC1CCCC1c1coc(c1)c1cccc2c1cccc2,F10-F15-F16-F3,213.7874,1136.61,242.992896714,1.5661,222.1621,4,278.34502,1.59331348028
554478,C1SCC(SC1)c1ccc(cn1)Sc1cccs1,F2-F7-F11-F6,204.2575,1314.25,268.445419375,1.5572,209.3053,4,311.50902,1.57402447437
765222,c1cnc(cn1)c1ncc(c(c1)c1nncs1)c1nsnc1,F11-F13-F12-F8,223.9748,1416.97,317.365572356,1.6494,228.5614,4,325.37158,1.6663678277
774528,c1ccc(nc1)c1nnc(s1)N1CNCNC1c1nccnc1,F8-F9-F12-F11,223.0263,1346.91,300.396353733,1.604,231.6409,4,326.37956,1.63318266544
