Sl.No,Mol_Smiles,Mol_Code,Pol_DFT,Den_MD,pol_den_product/1000,RI_LL,Pol_geom,nBB,MW_pybel,RI_geom
1505910,N1CNC(NC1)C1(NCNCN1c1cccc2c1cccc2)C1CSCCS1,F9-F16-F9-F6,281.4121,1226.36,345.112542956,1.5314,286.0989,4,416.60652,1.54200055867
1402859,s1cc(c(c1)c1cccc2c1cccc2)C1NCN(CN1)c1nsnc1,F7-F16-F9-F13,262.8038,1283.14,337.214067932,1.5784,267.8519,4,379.50178,1.59206536673
843515,n1ccc(cc1)c1cscc1N1CNC(NC1)c1nncs1,F7-F9-F11-F8,206.7746,1353.95,279.96246967,1.5459,213.9746,4,330.43116,1.56904553697
214930,c1sc(c(c1)c1cscn1)Oc1cccs1,F3-F7-F7-F14,161.2205,1392.81,224.549524605,1.5451,172.5475,4,265.37438,1.59204288391
608005,n1ccc(cc1)c1ncc(s1)C1CCC(C1)c1cncs1,F10-F14-F14-F11,220.8419,1259.18,278.079703642,1.5773,227.0353,4,313.4404,1.59724612894
93739,CC1CCCC1c1nsnc1c1cccnc1,F1-F10-F13-F11,164.0241,1156.24,189.651225384,1.4895,170.4428,4,245.3433,1.5122020409
298170,n1ccc(cc1)c1ccc(o1)C1(CCCC1)c1ccncc1,F10-F15-F11-F11,217.9905,1134.49,247.308042345,1.5494,221.3045,4,290.35902,1.55952940004
108504,Cc1coc(c1)c1nnc(s1)c1cccs1,F1-F15-F8-F7,187.2988,1321.19,247.457301572,1.6673,195.2887,4,248.32402,1.70415880111
1231540,C1CSC(CS1)C1NCN(C(N1)c1nncs1)c1cccnc1,F6-F9-F8-F11,225.9028,1331.61,300.814427508,1.5255,233.1471,4,366.52792,1.5457572515
519352,c1ccc(cc1)c1cccnc1c1ccc(cc1)c1ccncc1,F5-F11-F5-F11,251.2295,1116.93,280.605765435,1.5955,265.2031,4,308.37584,1.63702546499
801250,n1ccc(cc1)c1ccccc1c1sccc1c1cscc1,F7-F7-F5-F11,228.5423,1219.57,278.723332811,1.5657,232.1214,4,319.44322,1.57651636914
166876,Sc1cocc1c1ccc(s1)c1ccccc1,F2-F15-F7-F5,190.3438,1294.68,246.434310984,1.6314,200.994,4,258.3586,1.67651252621
364825,C1NCN(C(N1)c1coc(c1)c1ccco1)c1ccncc1,F15-F15-F9-F11,203.9544,1258.42,256.660296048,1.5607,209.2573,4,296.32384,1.57848531799
99874,Cc1cccnc1c1ccc(cn1)c1ccccc1,F1-F11-F11-F5,206.3676,1112.2,229.52204472,1.6133,217.2635,4,246.30646,1.65422051935
358194,SC1SC(CSC1c1ccco1)c1ccncc1,F6-F15-F2-F11,187.2863,1314.77,246.238408651,1.5353,189.3318,4,295.44342,1.54228724992
263774,Oc1ccc2c(c1)cccc2C1CCCC1c1ccco1,F10-F16-F3-F15,203.9421,1143.03,233.111938563,1.5384,207.0439,4,278.34502,1.54824219309
1339545,C1NCN(CN1)c1cccc2c1c(ccc2)c1ccc(cn1)c1ncsc1,F11-F16-F14-F9,282.1067,1254.63,353.939529021,1.6264,297.6863,4,373.47406,1.67035159467
1078241,N1CNC(NC1)N1CNC(NC1)C1(CSCCS1)c1ccco1,F6-F9-F9-F15,214.1005,1309.09,280.276823545,1.4993,218.592,4,356.50996,1.51175384798
202892,ON1CNCNC1c1ncccc1c1cscn1,F9-F11-F14-F3,158.6413,1341.26,212.779230038,1.5159,165.149,4,263.31882,1.54124903725
522965,C1CCC(C1)c1ccc(nc1)N1CNC(NC1)c1ccccn1,F9-F11-F11-F10,221.7233,1156.94,256.520554702,1.5319,230.785,4,309.40872,1.55817299207
1163731,Sc1cc2ccccc2c(c1c1cccc2c1cccc2)c1ccccc1,F2-F16-F16-F5,299.1828,1132.0,338.6749296,1.6153,306.4453,4,362.48612,1.63405591713
1282427,c1ccc(cc1)c1ccc(c2c1cccc2c1ncsc1)c1nccs1,F14-F16-F5-F14,275.9522,1240.3,342.26351366,1.6068,297.3566,4,370.48996,1.66645375209
1172847,C1CSC(CS1)c1nccc(c1)c1ccsc1c1nsnc1,F6-F11-F7-F13,235.3605,1361.56,320.45744238,1.5728,237.6558,4,363.54382,1.57960865225
719652,c1ccc(cc1)N1CNCN(C1)c1ccsc1c1ccccn1,F7-F9-F5-F11,230.4819,1223.82,282.068358858,1.5675,247.5189,4,322.42732,1.61959310791
910218,N1CNC(NC1)C1CCCC1C1SCCSC1c1cocc1,F6-F10-F15-F9,210.2536,1232.17,259.068178312,1.4821,215.9127,4,339.5192,1.49739619218
1270090,Sc1ccc2c(c1)c(ccc2)c1cc2ccccc2cc1c1scnc1,F2-F16-F16-F14,294.6021,1215.3,358.02993213,1.644,306.571,4,369.5019,1.67746108534
318928,C1CCC(C1)C1CCC(C1)c1sccc1c1cocc1,F7-F15-F10-F10,199.69,1105.61,220.7792609,1.4879,206.2953,4,286.43168,1.5069409174
1342316,N1CNC(NC1)(c1nsnc1)c1cc(cc2c1cccc2)c1ccccc1,F9-F16-F5-F13,274.8936,1246.39,342.624634104,1.6016,283.442,4,373.47406,1.6248914546
1252605,N1CNC(NC1)c1cc2ccc(cc2c(c1)c1ccccn1)c1ccccn1,F11-F16-F11-F9,296.0102,1181.45,349.72125079,1.6297,311.6066,4,367.44634,1.67195770911
655331,C1NCN(CN1)c1cscc1c1ccc(o1)c1cccs1,F7-F9-F15-F7,233.6784,1309.83,306.078978672,1.6401,237.7799,4,317.4291,1.65431492922
612019,C1NCN(C(N1)c1nncs1)c1nccc(c1)c1cocc1,F8-F9-F11-F15,194.3741,1347.59,261.936593419,1.5351,206.8381,4,314.36556,1.5768816256
1112707,o1ccc(c1)c1ccsc1c1cccc2c1cccc2c1cccs1,F7-F16-F7-F15,266.6027,1238.6,330.21410422,1.6046,281.2689,4,358.47596,1.646456243
486075,Cc1cc2ccccc2c(c1)c1sccc1c1cscc1,F7-F16-F7-F1,232.9689,1199.41,279.425228349,1.5971,238.1174,4,306.44446,1.61343285058
748888,N1CNC(NC1)c1ccc(s1)c1cnccc1c1cnccn1,F7-F9-F11-F12,218.5109,1289.9,281.85720991,1.5628,232.396,4,324.40344,1.60696868412
42285,Sc1csc(n1)Sc1ccccn1,F2-F14-F11-F2,139.151,1353.09,188.28382659,1.534,150.2861,4,226.34164,1.58627410886
1148386,c1coc(c1)c1ncc(s1)c1nnc(s1)c1cccc2c1cccc2,F8-F16-F14-F15,305.1024,1306.16,398.512550784,1.7613,335.2788,4,361.44014,1.86606244782
117080,Cc1ccc(s1)c1cccc(n1)c1cccs1,F7-F11-F7-F1,200.2868,1213.34,243.015985912,1.6235,207.504,4,257.37384,1.65184253627
398075,n1ccc(cc1)c1ccc(c(n1)c1ccccn1)c1ccco1,F11-F11-F15-F11,239.4168,1191.64,285.298635552,1.6309,251.3405,4,299.32602,1.67084237161
436281,Cc1scnc1c1cc(cc2c1cccc2)c1cnccn1,F14-F16-F12-F1,238.4398,1211.16,288.788748168,1.6298,247.8855,4,303.38092,1.66146687783
799854,c1csc(c1)c1ccc(cc1)c1nccc(c1)c1cccs1,F7-F11-F5-F7,260.0388,1263.91,328.665639708,1.6953,284.6878,4,319.44322,1.78344832815
20198,OCc1nnc(s1)c1nccs1,F1-F8-F3-F14,118.5762,1423.89,168.839465418,1.546,122.0903,4,199.2534,1.56565691934
629043,C1NCN(CN1)c1cc(ncc1C1NCNCN1)c1ccco1,F9-F11-F9-F15,214.2857,1278.73,274.013553161,1.5628,219.8104,4,315.37354,1.58054589567
279181,Cc1ccc2c(c1)cc(c(c2)C)c1cccc2c1cccc2,F16-F16-F1-F1,249.3012,1064.37,265.348718244,1.6198,255.8785,4,282.37832,1.64029995716
194325,N1CNC(NC1)c1csc(c1)Oc1ccccn1,F3-F7-F11-F9,166.1794,1302.75,216.49021335,1.529,174.1618,4,262.33076,1.55969995646
389270,SC1CCC(C1c1cnccn1)C1CSCCS1,F6-F10-F12-F2,187.5034,1238.45,232.21358573,1.4932,191.6354,4,298.49042,1.50604836199
667957,C1NCN(CN1)c1cscc1c1ccoc1c1cncs1,F7-F9-F15-F14,206.9018,1343.2,277.91049776,1.5659,209.8032,4,318.41716,1.57558975172
486387,Cc1csc(c1)c1ccc2c(c1)cc(cc2)c1cscc1,F7-F16-F7-F1,257.4648,1225.84,315.610650432,1.6962,273.7696,4,306.44446,1.75449026004
373616,n1ccc(cc1)c1ccoc1C1(CCCC1)c1cscn1,F10-F15-F11-F14,194.1186,1195.44,232.057139184,1.4969,203.0699,4,296.38674,1.52421790498
689813,c1ccc(cn1)c1cc(cc(c1)c1scnc1)c1cccs1,F5-F7-F14-F11,242.6175,1282.11,311.062322925,1.6456,256.021,4,320.43128,1.69136694425
1099471,c1ncc(nc1)c1cccc2c1c(C1CCCC1)c(cc2)c1scnc1,F14-F16-F12-F10,268.9996,1172.33,315.356301068,1.5733,277.4942,4,357.47136,1.5956143288
607234,c1sc(c(n1)c1cocc1)c1cnc(cn1)c1nncs1,F8-F12-F14-F15,212.8805,1409.4,300.0337767,1.6345,231.5749,4,313.35758,1.70639659808
195196,Oc1cc(cnc1c1nccs1)c1nsnc1,F11-F14-F13-F3,180.4622,1467.0,264.7380474,1.6783,191.6209,4,262.31084,1.73318534495
461597,c1ccc(cn1)c1ccc(nc1)c1ccsc1c1cocc1,F7-F11-F15-F11,221.5876,1243.86,275.623952136,1.592,239.7979,4,304.36568,1.65331947841
507350,c1ccc(cn1)C1NCNCN1c1cocc1c1cccnc1,F9-F11-F15-F11,199.2427,1245.8,248.21655566,1.5155,207.5653,4,307.34978,1.54134367884
760547,N1CNC(NC1)c1ccnc(c1c1cnccn1)c1cscn1,F11-F14-F12-F9,212.415,1310.81,278.43570615,1.5525,220.9576,4,325.3915,1.57963159515
684098,Sc1c(ccc2c1cc(cc2)c1ccccc1)c1nncs1,F8-F16-F5-F2,252.5425,1283.21,324.065061425,1.6801,275.6088,4,320.43128,1.7623686188
950080,Cc1cccc2c1c(c(cc2)N1CNCNC1)c1cccc2c1cccc2,F16-F16-F1-F9,281.5396,1136.73,320.034509508,1.5919,288.8786,4,353.45952,1.61102713568
147539,Oc1sccc1C1NCN(CN1)C1CCCC1,F3-F7-F9-F10,157.6154,1200.19,189.168426926,1.47,162.8791,4,253.36376,1.48842883331
1014376,c1cnc(cn1)c1cnc(c(c1)c1cocc1)c1cccc2c1cccc2,F11-F16-F12-F15,278.7358,1199.44,334.326867952,1.634,292.6235,4,349.3847,1.674246929
1450097,C1CSC(CS1)c1ccc2c(c1)c(ccc2)N1CNCN(C1)C1CCCC1,F9-F16-F10-F6,287.9375,1164.49,335.300339375,1.5396,299.2688,4,399.61576,1.56534467306
380993,SC1CCC(C1)C1CSCC(S1)c1cccnc1,F6-F11-F10-F2,196.9858,1198.04,235.996867832,1.5047,202.4784,4,297.50236,1.52141138721
1418219,OC1CSC(CS1)c1ccc2c(c1C1CSCCS1)cccc2,F3-F6-F16-F6,263.7553,1272.98,335.755221794,1.5733,268.9651,4,380.6108,1.58719509044
881011,C1NCN(CN1)N1CNC(NC1)c1sccc1c1cscc1,F7-F7-F9-F9,210.4697,1322.97,278.445099009,1.5307,218.0101,4,336.4788,1.55365373107
640519,s1ccc(c1)c1cc(oc1c1nccs1)c1cccs1,F7-F15-F7-F14,240.5314,1357.29,326.470863906,1.7006,250.7168,4,315.43306,1.73964503498
296734,Oc1cnc(c(c1)c1ccncc1)C1CSCCS1,F6-F11-F3-F11,189.8671,1263.22,239.843918062,1.5295,194.9831,4,290.40376,1.54662676468
125575,CC1(CCCC1)c1ccc(s1)c1scnn1,F1-F10-F7-F8,173.2705,1199.65,207.863955325,1.5327,178.8801,4,250.38296,1.55356574552
25195,Sc1cnc(c(c1)O)c1ccncc1,F2-F11-F3-F11,140.1011,1271.75,178.173573925,1.5656,148.5077,4,204.24832,1.60747628775
891924,Cc1ccc(nc1)c1ccc2c(c1C1CSCCS1)cccc2,F11-F16-F1-F6,258.5302,1160.43,300.006199986,1.5787,270.5412,4,337.50156,1.61197739708
544971,c1ccc(cc1)c1csc(n1)c1ccc(o1)c1nccs1,F5-F14-F15-F14,257.6653,1304.04,336.005857812,1.743,263.0391,4,310.3934,1.76364110607
952251,Oc1scnc1c1ccc2c(c1)cc(cc2)c1ccc2c(c1)cccc2,F14-F16-F16-F3,311.3354,1243.83,387.248310582,1.755,322.432,4,353.4363,1.79127307563
401452,Cc1ccc2c(c1c1cccc(c1)c1cccs1)cccc2,F1-F16-F5-F7,245.2154,1139.97,279.538199538,1.6122,254.5281,4,300.41674,1.64143288884
1361149,c1ccc(cn1)N1CNC(NC1)c1ccc2c(c1c1cnsn1)cccc2,F13-F16-F9-F11,266.9088,1281.96,342.166405248,1.5986,274.9713,4,374.46212,1.62112438662
620868,c1ccc(cc1)c1ccc(c(c1)c1nccs1)c1cccnc1,F5-F14-F11-F5,241.8619,1184.39,286.458815741,1.5965,259.0702,4,314.40356,1.64990963019
1006596,n1ccc(cc1)c1ccc(o1)c1ccc2c(c1)ccc(c2)c1ccncc1,F15-F16-F11-F11,324.8124,1205.62,391.600325688,1.7812,344.5695,4,348.39664,1.84691204574
642369,C1NCN(CN1)C1CCC(C1c1scnn1)c1cccnc1,F9-F10-F8-F11,198.6086,1227.27,243.746376522,1.4875,204.4562,4,316.4245,1.50446040133
1066602,n1ccc(cc1)c1ccc2c(c1)cccc2C1(CCCC1)c1cccs1,F10-F16-F7-F11,278.6582,1135.8,316.49998356,1.5798,287.8949,4,355.49524,1.60352291983
287251,c1ccc(nc1)c1ccc(nc1)c1ccoc1c1cocc1,F15-F15-F11-F11,211.6159,1218.06,257.760863154,1.5828,240.2814,4,288.30008,1.68338042222
714351,N1CNC(NC1)(c1scnc1)C1CCC(C1)c1scnn1,F9-F14-F10-F8,192.1768,1322.28,254.111539104,1.5008,197.5498,4,322.45222,1.51738854063
603148,c1ccc(c(n1)c1ccc(o1)c1nncs1)c1nsnc1,F8-F15-F11-F13,214.3222,1409.49,302.084997678,1.6399,222.6267,4,313.35758,1.67150530148
283958,C1SCC(SC1)C(c1ccccn1)c1ccncc1,F1-F6-F11-F11,192.7825,1195.8,230.5293135,1.5092,196.5445,4,288.43094,1.52100807527
1244977,c1cnc(cn1)c1ncccc1c1cc2ccccc2c(c1)c1cscn1,F14-F16-F11-F12,281.0939,1229.93,345.725820427,1.6229,293.5265,4,366.43836,1.6577300507
943642,c1ccc(cc1)c1cc2cccc(c2c(c1)c1ccco1)c1cscc1,F7-F16-F5-F15,281.2927,1186.34,333.708781718,1.6256,297.0793,4,352.44824,1.67029672538
974419,C1CCC(C1)c1cc(cc2c1cccc2)c1occc1c1nsnc1,F15-F16-F10-F13,264.3863,1194.33,315.764489679,1.5967,274.8119,4,346.44542,1.62609256207
1101667,C1CSC(CS1)N1CNC(NC1c1ccccn1)c1ccccc1,F6-F9-F5-F11,231.2142,1210.13,279.799239846,1.495,237.684,4,358.52408,1.51144848335
356630,Oc1ccc2c(c1)c(C1NCNCN1)c(cc2)c1cocc1,F15-F16-F3-F9,210.1743,1247.99,262.295424657,1.5781,215.5567,4,295.33578,1.59628084228
1192156,C1NCN(CN1)C1(CSCCS1)c1cccnc1c1cscc1,F6-F11-F9-F7,233.175,1294.32,301.803066,1.531,243.6894,4,364.5518,1.55994109842
420820,Cc1c(ccc2c1ccc(c2)c1cncs1)c1ccccn1,F11-F16-F1-F14,251.0606,1210.08,303.803410848,1.6743,268.1311,4,302.39286,1.73437003977
984547,C1CSC(CS1)(c1ccncc1)c1ccsc1C1CCCC1,F6-F7-F10-F11,232.3694,1199.47,278.720124218,1.5112,237.5281,4,347.56104,1.52473491076
1377276,s1cnc(c1)c1cc(cc2c1cccc2)c1csc(c1)c1scnc1,F7-F16-F14-F14,293.7752,1322.37,388.479511224,1.6978,308.2313,4,376.51768,1.74301554217
1298667,Sc1cccc2c1c(C1NCNCN1)c(cc2)c1ccc2c(c1)cccc2,F2-F16-F16-F9,299.1011,1199.57,358.792706527,1.6414,307.4835,4,371.49794,1.66423606493
737196,c1ccc(cc1)c1scc(n1)N1CNCN(C1)c1cccnc1,F9-F14-F5-F11,234.9001,1268.97,298.081179897,1.605,240.9986,4,323.41538,1.62461737425
705292,c1ccc(cn1)c1cscc1c1cncc(c1)c1cscn1,F7-F11-F14-F11,228.7443,1287.04,294.403063872,1.6004,231.5457,4,321.41934,1.60949926017
802508,C1CCC(C1)c1c(ccc2c1cccc2)c1occ(c1)c1cocc1,F15-F16-F10-F15,259.5058,1123.18,291.471724444,1.5776,270.5954,4,328.4037,1.60811723917
1300269,c1ccc(cc1)c1cc2cc(ccc2c(c1)c1nsnc1)c1nccs1,F13-F16-F5-F14,302.8126,1296.58,392.620760908,1.72,318.0806,4,371.47802,1.76836559354
506393,Sc1nc(cnc1C1CSCCS1)c1ccncc1,F2-F12-F11-F6,215.6195,1311.57,282.800067615,1.6035,220.8639,4,307.45742,1.62179780069
401938,Cc1scc(n1)C1SCCSC1c1nccs1,F1-F14-F6-F14,183.4601,1356.11,248.792076211,1.531,187.1205,4,300.48638,1.5437805704
788718,s1cnc(c1)c1scc(n1)c1ccccc1c1ncsc1,F5-F14-F14-F14,223.4346,1339.77,299.350974042,1.599,235.1518,4,327.44706,1.6383417156
1317673,C1NCN(CN1)c1cccc2c1c(ccc2)c1ccnc(c1)c1cscc1,F11-F16-F7-F9,280.2649,1228.03,344.173705147,1.6069,292.9412,4,372.486,1.64138537918
1365716,C1NCN(CN1)c1ccc2c(c1c1cncc(c1)C1NCNCN1)cccc2,F9-F16-F11-F9,273.1513,1224.63,334.509276519,1.5803,284.6321,4,375.4701,1.6104693019
51355,o1ccc(c1)CC1CCCC1c1cccs1,F1-F10-F7-F15,154.287,1088.77,167.98305699,1.4528,158.6124,4,232.34124,1.46755395265
1132266,c1coc(c1)c1ccc(c2c1cccc2)c1cnc(s1)c1cncs1,F14-F16-F14-F15,283.2948,1304.47,369.549567756,1.6921,319.4922,4,360.45208,1.8117423107
893187,N1CNC(NC1)N1CN(CN(C1)c1scnc1)c1cccs1,F9-F9-F14-F7,213.7283,1352.76,289.123095108,1.5533,217.3902,4,337.46686,1.56483068108
950442,N1CNC(NC1)C1(SCCSC1c1cccs1)c1cocc1,F6-F9-F7-F15,214.8228,1331.02,285.933443256,1.5164,219.0783,4,353.52586,1.52863112081
364940,C1NCN(CN1)c1c(cncc1c1ccco1)c1cocc1,F11-F15-F15-F9,196.1769,1267.09,248.573788221,1.5394,209.2645,4,296.32384,1.58339284676
1225155,c1ccc(nc1)c1csc(n1)c1cccc2c1cccc2c1ccccn1,F14-F16-F11-F11,294.2596,1216.33,357.916779268,1.6528,314.9531,4,365.4503,1.71230771288
358596,Sc1occ(c1)c1ccc(cn1)C1SCCSC1,F6-F11-F15-F2,200.7264,1324.64,265.890218496,1.5875,203.4762,4,295.44342,1.59743432932
1068814,C1CCC(C1)c1cc2c(cc1c1ccccn1)cccc2c1nccs1,F14-F16-F11-F10,278.737,1136.54,316.79574998,1.5785,300.0577,4,356.4833,1.63376712908
1006921,n1ccc(cc1)c1cccc2c1c(c1ccccn1)c(cc2)c1ccco1,F11-F16-F11-F15,267.4656,1169.48,312.795669888,1.5858,280.8029,4,348.39664,1.62213585439
1339943,C1NCN(CN1)c1ccccc1c1cccc2c1ccc(c2)c1nsnc1,F5-F9-F16-F13,284.0084,1250.48,355.146824032,1.629,294.9924,4,373.47406,1.65984877311
1308964,c1sc(c(c1)c1ncccc1c1nsnc1)c1ccc2c(c1)cccc2,F7-F16-F11-F13,273.9865,1264.16,346.36277384,1.6138,283.1698,4,371.47802,1.63959691721
1286267,c1ccc(nc1)c1ccsc1c1c(ccc2c1cccc2)c1scnc1,F7-F16-F11-F14,273.1247,1242.05,339.234533635,1.6001,289.25,4,370.48996,1.64466222463
573899,C1NC(NC(N1)c1cncs1)c1ccccc1c1cocc1,F9-F14-F5-F15,203.0344,1278.17,259.512479048,1.5332,211.7528,4,312.38944,1.56088385197
581637,Sc1cc(sc1c1cnccn1)C1CSCCS1,F6-F7-F12-F2,205.4405,1374.07,282.289627835,1.5902,219.7934,4,312.49708,1.64193989427
1447413,C1CSC(CS1)(c1nsnc1)c1ccc2c(c1)cc(cc2)C1CCCC1,F6-F16-F13-F10,288.6483,1212.51,349.988950233,1.57,293.8035,4,398.60778,1.5825048164
879971,C1CSC(CS1)(c1ccco1)c1nsnc1c1ccco1,F6-F15-F13-F15,207.9518,1359.67,282.745823906,1.5406,209.8544,4,336.45228,1.54655757739
629958,C1NCN(CN1)c1nccnc1C1CCCC1c1cscc1,F7-F10-F12-F9,208.023,1211.15,251.94705645,1.5088,216.5072,4,315.43644,1.5336016159
1192398,C1NCN(CN1)C1CCCC1c1ccc2c(c1)cc(cc2)c1cncs1,F10-F16-F9-F14,276.8556,1195.03,330.850747668,1.5937,288.3816,4,364.50706,1.62450097667
684523,Sc1cc(ccc1c1nsnc1)c1cccc2c1cccc2,F5-F13-F16-F2,242.0383,1276.64,308.995775312,1.6402,256.5696,4,320.43128,1.68946759982
1331721,c1scc(n1)c1c(ccc2c1cccc2)c1cncc(n1)c1nccs1,F14-F16-F12-F14,284.4021,1301.15,370.049792415,1.6648,294.9984,4,372.46608,1.69671827361
1483095,C1NCN(CN1)c1ccc(c2c1cccc2)c1cncc(c1)C1CSCCS1,F9-F16-F11-F6,300.8318,1195.78,359.728649804,1.5719,309.3307,4,408.58276,1.59179589265
160809,Oc1nc(ccc1c1nccs1)c1cccnc1,F3-F11-F14-F11,189.0075,1308.68,247.3503351,1.644,203.9497,4,255.29506,1.70984715557
1038756,c1ccc(cn1)c1cocc1c1ccc(c2c1cccc2)c1cncs1,F14-F16-F15-F11,264.5778,1242.17,328.650605826,1.6096,275.9829,4,354.42436,1.64261439223
391088,c1cnc(cn1)C1CCC(C1)c1occ(c1)c1nncs1,F10-F15-F12-F8,198.6515,1256.27,249.559919905,1.5376,205.4417,4,298.36286,1.55979693621
1071527,C1CSC(C(S1)c1cncc(n1)c1ccccc1)c1cccs1,F6-F12-F7-F5,250.5104,1259.57,315.535384528,1.5756,254.9905,4,356.52804,1.58821913171
131168,CN1CNCN(C1)c1nnc(s1)c1ccco1,F8-F9-F1-F15,170.3787,1315.85,224.192812395,1.5812,174.6222,4,251.30812,1.59906987435
362142,s1ncc(n1)c1cnccc1c1occc1c1ccco1,F15-F15-F11-F13,191.4813,1337.51,256.108153563,1.5615,206.9935,4,295.31586,1.6179475399
265997,Sc1nc(cnc1c1cccs1)c1nsnc1,F2-F12-F7-F13,189.3008,1455.95,275.61249976,1.6619,207.8706,4,278.37644,1.74724295939
1149251,c1csc(n1)c1ccc2c(c1)cc(cc2)c1coc(c1)c1scnn1,F14-F16-F15-F8,299.0568,1348.63,403.316972184,1.7736,307.9376,4,361.44014,1.80481780781
171563,SC1(NCNCN1)Cc1ccc2c(c1)cccc2,F2-F9-F1-F16,188.0286,1210.88,227.680071168,1.5699,194.3871,4,259.36988,1.59356756109
647644,c1ccc(nc1)c1cc(cnc1c1ccccn1)c1cncs1,F11-F14-F11-F11,244.0448,1238.57,302.266567936,1.6327,257.5373,4,316.37968,1.67736964188
180344,Sc1ccccc1c1nnc(s1)c1ccco1,F2-F5-F8-F15,187.3965,1334.38,250.05814167,1.637,205.9224,4,260.33472,1.71871445159
548497,c1csc(c1)c1ccc(nc1)c1ccc(o1)c1cscn1,F14-F15-F11-F7,257.3632,1327.04,341.531260928,1.7592,275.1263,4,310.3934,1.83110328908
205501,Sc1oc(c(c1)c1cnccn1)N1CNCNC1,F2-F15-F12-F9,172.9254,1340.03,231.725223762,1.5716,178.8159,4,263.31882,1.59557413048
792057,N1CNC(N(C1)c1cscn1)c1cocc1c1cscn1,F9-F14-F15-F14,184.6611,1387.8,256.27267458,1.5115,190.8524,4,319.40522,1.53202047813
744073,s1ncc(n1)c1nccc(c1)c1cnccc1c1scnc1,F11-F13-F11-F14,217.4199,1353.17,294.206086083,1.5954,227.1174,4,323.39546,1.62852027202
1291039,n1ccc(cc1)c1ccc2c(c1)c(ccc2)c1ncc(s1)c1cccs1,F14-F16-F11-F7,302.0593,1255.01,379.087442093,1.6903,334.7381,4,370.48996,1.79050431639
1134937,c1occ(c1)c1cc2ccccc2cc1c1csc(n1)c1cncs1,F14-F16-F14-F15,275.7921,1291.64,356.224108044,1.6603,283.0337,4,360.45208,1.6825485971
589291,n1ccc(cc1)c1ncsc1c1ccc(o1)c1nncs1,F11-F14-F15-F8,219.0383,1356.34,297.090407822,1.6292,225.8046,4,312.36952,1.65372247578
434705,Cc1ccc2c(c1)cc(cc2)C1NCNCN1c1ccccc1,F9-F16-F5-F1,243.1148,1144.31,278.198696788,1.6012,246.799,4,303.40084,1.61249169312
919646,C1CCC(C1)c1cccc2c1cccc2C1(CCCC1)c1cccnc1,F10-F16-F10-F11,268.6147,1043.05,280.178562835,1.5253,273.8411,4,341.48858,1.53754935977
249522,Cc1ccc2c(c1)c(C)c(cc2)C1CSCCS1,F6-F16-F1-F1,211.6712,1152.89,244.033609768,1.5789,215.0758,4,274.44412,1.59034162108
184128,CN1CNCN(C1c1cccnc1)c1ncsc1,F9-F14-F11-F1,166.3544,1267.28,210.817604032,1.5148,170.2206,4,261.346,1.52907680589
315701,Cc1cocc1c1ccc(c2c1cccc2)c1ccncc1,F15-F16-F11-F1,219.8279,1140.69,250.755487251,1.5707,231.8305,4,285.3392,1.60918602164
516354,N1CNC(NC1)c1ccc(o1)c1cnc(cn1)c1ccncc1,F11-F12-F15-F9,237.7261,1286.57,305.851268477,1.6634,249.8974,4,308.33784,1.70741715467
299507,Cc1ccc(c2c1c(ccc2)c1ncsc1)c1ccco1,F14-F16-F1-F15,220.5818,1225.58,270.340642444,1.61,232.5842,4,291.36692,1.65191288838
1318667,C1NCN(CN1)c1ncsc1C1SCCSC1c1nncs1,F9-F14-F6-F8,216.6231,1439.52,311.833284912,1.538,224.1191,4,372.55564,1.56054556443
1152237,o1ccc(c1)c1cc(cc2c1cccc2c1cnsn1)c1scnc1,F13-F16-F14-F15,261.9544,1346.06,352.606339664,1.6496,277.1722,4,361.44014,1.69820780376
1025773,C1SCC(SC1)c1ccnc(c1)c1nccc(c1)c1ccccn1,F6-F11-F11-F11,265.0172,1237.32,327.911081904,1.6142,271.0038,4,351.48838,1.631568129
798368,c1ccc(cn1)C1NCN(CN1)c1cnccc1c1cnccn1,F9-F11-F11-F12,221.3715,1244.07,275.401642005,1.5577,228.4068,4,319.36378,1.57934706306
778641,C1NCN(CN1)Sc1ccc2c(c1c1cscc1)cccc2,F2-F16-F9-F7,241.5836,1265.36,305.690224096,1.6147,247.5162,4,327.46698,1.63358391549
1088660,C1CCC(C1)c1ccc2c(c1)c(ccc2)c1ccc(cn1)c1scnn1,F11-F16-F8-F10,282.4918,1168.39,330.060594202,1.6064,301.6364,4,357.47136,1.65831363707
672985,c1ccc(cn1)c1nnc(s1)c1ccc(cn1)c1cnccn1,F8-F11-F12-F11,259.2745,1342.44,348.06045978,1.7528,274.5801,4,318.3558,1.81328779525
40051,Cc1ccnc(c1)c1occ(c1)c1ccco1,F15-F15-F11-F1,174.4766,1177.09,205.374661094,1.597,178.5284,4,225.24264,1.61423982567
527503,Oc1c(c2cscn2)c(cc2c1cccc2)c1cccs1,F7-F16-F14-F3,230.7525,1295.95,299.043702375,1.642,240.9504,4,309.40534,1.67824115281
348049,c1nnc(s1)C1CCC(C1)Cc1ccc2c(c1)cccc2,F1-F10-F16-F8,214.9218,1147.9,246.70873422,1.5387,223.279,4,294.41392,1.56414210732
361822,o1ccc(c1)c1cc(nc(c1)c1cnsn1)c1ccoc1,F11-F15-F15-F13,205.2884,1360.49,279.292815316,1.6247,208.323,4,295.31586,1.63632858403
